image,class
augmented_#2_00004_00030_00001_png.rf.f99cce076297b692a1752d102bd36fdb.jpg,11
augmented_#3_00004_00030_00001_png.rf.f99cce076297b692a1752d102bd36fdb.jpg,11
augmented_#4_00004_00030_00001_png.rf.f99cce076297b692a1752d102bd36fdb.jpg,11
augmented_#0_00004_00030_00012_png.rf.c967c603669e0dc3aefff6de32ad3cd3.jpg,11
augmented_#1_00004_00030_00012_png.rf.c967c603669e0dc3aefff6de32ad3cd3.jpg,11
augmented_#2_00004_00030_00012_png.rf.c967c603669e0dc3aefff6de32ad3cd3.jpg,11
augmented_#3_00004_00030_00012_png.rf.c967c603669e0dc3aefff6de32ad3cd3.jpg,11
augmented_#4_00004_00030_00012_png.rf.c967c603669e0dc3aefff6de32ad3cd3.jpg,11
augmented_#0_00004_00033_00001_png.rf.de63398c66037392921471cfc393c90a.jpg,11
augmented_#1_00004_00033_00001_png.rf.de63398c66037392921471cfc393c90a.jpg,11
augmented_#2_00004_00033_00001_png.rf.de63398c66037392921471cfc393c90a.jpg,11
augmented_#3_00004_00033_00001_png.rf.de63398c66037392921471cfc393c90a.jpg,11
augmented_#4_00004_00033_00001_png.rf.de63398c66037392921471cfc393c90a.jpg,11
augmented_#0_00004_00033_00010_png.rf.14385a92db94d8047c5e785efeaf8426.jpg,11
augmented_#1_00004_00033_00010_png.rf.14385a92db94d8047c5e785efeaf8426.jpg,11
augmented_#2_00004_00033_00010_png.rf.14385a92db94d8047c5e785efeaf8426.jpg,11
augmented_#3_00004_00033_00010_png.rf.14385a92db94d8047c5e785efeaf8426.jpg,11
augmented_#4_00004_00033_00010_png.rf.14385a92db94d8047c5e785efeaf8426.jpg,11
augmented_#0_00004_00034_00006_png.rf.4e31cfd843461650033b92fecbd2f981.jpg,11
augmented_#1_00004_00034_00006_png.rf.4e31cfd843461650033b92fecbd2f981.jpg,11
augmented_#2_00004_00034_00006_png.rf.4e31cfd843461650033b92fecbd2f981.jpg,11
augmented_#3_00004_00034_00006_png.rf.4e31cfd843461650033b92fecbd2f981.jpg,11
augmented_#4_00004_00034_00006_png.rf.4e31cfd843461650033b92fecbd2f981.jpg,11
augmented_#0_00004_00034_00015_png.rf.65a5cf00d997c11473fa6238b84e2451.jpg,11
augmented_#1_00004_00034_00015_png.rf.65a5cf00d997c11473fa6238b84e2451.jpg,11
augmented_#2_00004_00034_00015_png.rf.65a5cf00d997c11473fa6238b84e2451.jpg,11
augmented_#3_00004_00034_00015_png.rf.65a5cf00d997c11473fa6238b84e2451.jpg,11
augmented_#4_00004_00034_00015_png.rf.65a5cf00d997c11473fa6238b84e2451.jpg,11
augmented_#0_00004_00036_00001_png.rf.60c646a903a652fdd5f5fe63b5fab577.jpg,11
augmented_#1_00004_00036_00001_png.rf.60c646a903a652fdd5f5fe63b5fab577.jpg,11
augmented_#2_00004_00036_00001_png.rf.60c646a903a652fdd5f5fe63b5fab577.jpg,11
augmented_#3_00004_00036_00001_png.rf.60c646a903a652fdd5f5fe63b5fab577.jpg,11
augmented_#4_00004_00036_00001_png.rf.60c646a903a652fdd5f5fe63b5fab577.jpg,11
augmented_#0_00004_00036_00009_png.rf.5b89de181623395f4fb699b2a285c045.jpg,11
augmented_#1_00004_00036_00009_png.rf.5b89de181623395f4fb699b2a285c045.jpg,11
augmented_#2_00004_00036_00009_png.rf.5b89de181623395f4fb699b2a285c045.jpg,11
augmented_#3_00004_00036_00009_png.rf.5b89de181623395f4fb699b2a285c045.jpg,11
augmented_#4_00004_00036_00009_png.rf.5b89de181623395f4fb699b2a285c045.jpg,11
augmented_#0_00004_00036_00024_png.rf.0c3598f58adfb8b9680bad6e6d6eff68.jpg,11
augmented_#1_00004_00036_00024_png.rf.0c3598f58adfb8b9680bad6e6d6eff68.jpg,11
augmented_#2_00004_00036_00024_png.rf.0c3598f58adfb8b9680bad6e6d6eff68.jpg,11
augmented_#3_00004_00036_00024_png.rf.0c3598f58adfb8b9680bad6e6d6eff68.jpg,11
augmented_#4_00004_00036_00024_png.rf.0c3598f58adfb8b9680bad6e6d6eff68.jpg,11
augmented_#0_00004_00037_00009_png.rf.541e8e75a77c22e313b30a6bb780557e.jpg,11
augmented_#1_00004_00037_00009_png.rf.541e8e75a77c22e313b30a6bb780557e.jpg,11
augmented_#2_00004_00037_00009_png.rf.541e8e75a77c22e313b30a6bb780557e.jpg,11
augmented_#3_00004_00037_00009_png.rf.541e8e75a77c22e313b30a6bb780557e.jpg,11
augmented_#4_00004_00037_00009_png.rf.541e8e75a77c22e313b30a6bb780557e.jpg,11
augmented_#0_00004_00038_00010_png.rf.ccb068d57bc46d80e2e13f92a9dffca7.jpg,11
augmented_#1_00004_00038_00010_png.rf.ccb068d57bc46d80e2e13f92a9dffca7.jpg,11
augmented_#2_00004_00038_00010_png.rf.ccb068d57bc46d80e2e13f92a9dffca7.jpg,11
augmented_#3_00004_00038_00010_png.rf.ccb068d57bc46d80e2e13f92a9dffca7.jpg,11
augmented_#4_00004_00038_00010_png.rf.ccb068d57bc46d80e2e13f92a9dffca7.jpg,11
augmented_#0_00004_00038_00019_png.rf.2e0ba634cba28485343b428a09576040.jpg,11
augmented_#1_00004_00038_00019_png.rf.2e0ba634cba28485343b428a09576040.jpg,11
augmented_#2_00004_00038_00019_png.rf.2e0ba634cba28485343b428a09576040.jpg,11
augmented_#3_00004_00038_00019_png.rf.2e0ba634cba28485343b428a09576040.jpg,11
augmented_#4_00004_00038_00019_png.rf.2e0ba634cba28485343b428a09576040.jpg,11
augmented_#0_00004_00039_00005_png.rf.97800c19c855d0e6d8fdaa3075c76ac5.jpg,11
augmented_#1_00004_00039_00005_png.rf.97800c19c855d0e6d8fdaa3075c76ac5.jpg,11
augmented_#2_00004_00039_00005_png.rf.97800c19c855d0e6d8fdaa3075c76ac5.jpg,11
augmented_#3_00004_00039_00005_png.rf.97800c19c855d0e6d8fdaa3075c76ac5.jpg,11
augmented_#4_00004_00039_00005_png.rf.97800c19c855d0e6d8fdaa3075c76ac5.jpg,11
augmented_#0_00004_00039_00025_png.rf.55f8bed5f40307eb8795e37f90c25e4c.jpg,11
augmented_#1_00004_00039_00025_png.rf.55f8bed5f40307eb8795e37f90c25e4c.jpg,11
augmented_#2_00004_00039_00025_png.rf.55f8bed5f40307eb8795e37f90c25e4c.jpg,11
augmented_#3_00004_00039_00025_png.rf.55f8bed5f40307eb8795e37f90c25e4c.jpg,11
augmented_#4_00004_00039_00025_png.rf.55f8bed5f40307eb8795e37f90c25e4c.jpg,11
augmented_#0_00004_00040_00019_png.rf.e4806f223485a3b285a0c5d2fd66491c.jpg,11
augmented_#1_00004_00040_00019_png.rf.e4806f223485a3b285a0c5d2fd66491c.jpg,11
augmented_#2_00004_00040_00019_png.rf.e4806f223485a3b285a0c5d2fd66491c.jpg,11
augmented_#3_00004_00040_00019_png.rf.e4806f223485a3b285a0c5d2fd66491c.jpg,11
augmented_#4_00004_00040_00019_png.rf.e4806f223485a3b285a0c5d2fd66491c.jpg,11
augmented_#0_00004_00042_00023_png.rf.a61d6340e4709b63d72c441d6b88264e.jpg,11
augmented_#1_00004_00042_00023_png.rf.a61d6340e4709b63d72c441d6b88264e.jpg,11
augmented_#2_00004_00042_00023_png.rf.a61d6340e4709b63d72c441d6b88264e.jpg,11
augmented_#3_00004_00042_00023_png.rf.a61d6340e4709b63d72c441d6b88264e.jpg,11
augmented_#4_00004_00042_00023_png.rf.a61d6340e4709b63d72c441d6b88264e.jpg,11
augmented_#0_00004_00043_00018_png.rf.1395220f3e929cca6e266bb6f0d3a5be.jpg,11
augmented_#1_00004_00043_00018_png.rf.1395220f3e929cca6e266bb6f0d3a5be.jpg,11
augmented_#2_00004_00043_00018_png.rf.1395220f3e929cca6e266bb6f0d3a5be.jpg,11
augmented_#3_00004_00043_00018_png.rf.1395220f3e929cca6e266bb6f0d3a5be.jpg,11
augmented_#4_00004_00043_00018_png.rf.1395220f3e929cca6e266bb6f0d3a5be.jpg,11
augmented_#0_00004_00044_00019_png.rf.21efb67bf0f02020b82379b79daf32cd.jpg,11
augmented_#1_00004_00044_00019_png.rf.21efb67bf0f02020b82379b79daf32cd.jpg,11
augmented_#2_00004_00044_00019_png.rf.21efb67bf0f02020b82379b79daf32cd.jpg,11
augmented_#3_00004_00044_00019_png.rf.21efb67bf0f02020b82379b79daf32cd.jpg,11
augmented_#4_00004_00044_00019_png.rf.21efb67bf0f02020b82379b79daf32cd.jpg,11
augmented_#0_00004_00044_00026_png.rf.e347f4de44d83b84f1c2ec84425bc52f.jpg,11
augmented_#1_00004_00044_00026_png.rf.e347f4de44d83b84f1c2ec84425bc52f.jpg,11
augmented_#2_00004_00044_00026_png.rf.e347f4de44d83b84f1c2ec84425bc52f.jpg,11
augmented_#3_00004_00044_00026_png.rf.e347f4de44d83b84f1c2ec84425bc52f.jpg,11
augmented_#4_00004_00044_00026_png.rf.e347f4de44d83b84f1c2ec84425bc52f.jpg,11
augmented_#0_00004_00046_00014_png.rf.37ea3cdba559a1d14532f31aba29a161.jpg,11
augmented_#1_00004_00046_00014_png.rf.37ea3cdba559a1d14532f31aba29a161.jpg,11
augmented_#2_00004_00046_00014_png.rf.37ea3cdba559a1d14532f31aba29a161.jpg,11
augmented_#3_00004_00046_00014_png.rf.37ea3cdba559a1d14532f31aba29a161.jpg,11
augmented_#4_00004_00046_00014_png.rf.37ea3cdba559a1d14532f31aba29a161.jpg,11
augmented_#0_00004_00047_00012_png.rf.5cd6f48dc9621cd830b2fe921780ff19.jpg,11
augmented_#1_00004_00047_00012_png.rf.5cd6f48dc9621cd830b2fe921780ff19.jpg,11
augmented_#2_00004_00047_00012_png.rf.5cd6f48dc9621cd830b2fe921780ff19.jpg,11
augmented_#3_00004_00047_00012_png.rf.5cd6f48dc9621cd830b2fe921780ff19.jpg,11
augmented_#4_00004_00047_00012_png.rf.5cd6f48dc9621cd830b2fe921780ff19.jpg,11
augmented_#0_00004_00048_00024_png.rf.829a9f7605a7b6a25010e3da1c41227d.jpg,11
augmented_#1_00004_00048_00024_png.rf.829a9f7605a7b6a25010e3da1c41227d.jpg,11
augmented_#2_00004_00048_00024_png.rf.829a9f7605a7b6a25010e3da1c41227d.jpg,11
augmented_#3_00004_00048_00024_png.rf.829a9f7605a7b6a25010e3da1c41227d.jpg,11
augmented_#4_00004_00048_00024_png.rf.829a9f7605a7b6a25010e3da1c41227d.jpg,11
augmented_#0_00004_00049_00018_png.rf.94c8bd03df3180b8e9c530216742fdd2.jpg,11
augmented_#1_00004_00049_00018_png.rf.94c8bd03df3180b8e9c530216742fdd2.jpg,11
augmented_#2_00004_00049_00018_png.rf.94c8bd03df3180b8e9c530216742fdd2.jpg,11
augmented_#3_00004_00049_00018_png.rf.94c8bd03df3180b8e9c530216742fdd2.jpg,11
augmented_#4_00004_00049_00018_png.rf.94c8bd03df3180b8e9c530216742fdd2.jpg,11
augmented_#0_00004_00050_00011_png.rf.3379c3928524ecf780c18a1820210ee5.jpg,11
augmented_#1_00004_00050_00011_png.rf.3379c3928524ecf780c18a1820210ee5.jpg,11
augmented_#2_00004_00050_00011_png.rf.3379c3928524ecf780c18a1820210ee5.jpg,11
augmented_#3_00004_00050_00011_png.rf.3379c3928524ecf780c18a1820210ee5.jpg,11
augmented_#4_00004_00050_00011_png.rf.3379c3928524ecf780c18a1820210ee5.jpg,11
augmented_#0_00004_00051_00014_png.rf.548b2655c6500a17ff3dd07df9dc1e20.jpg,11
augmented_#1_00004_00051_00014_png.rf.548b2655c6500a17ff3dd07df9dc1e20.jpg,11
augmented_#2_00004_00051_00014_png.rf.548b2655c6500a17ff3dd07df9dc1e20.jpg,11
augmented_#3_00004_00051_00014_png.rf.548b2655c6500a17ff3dd07df9dc1e20.jpg,11
augmented_#4_00004_00051_00014_png.rf.548b2655c6500a17ff3dd07df9dc1e20.jpg,11
augmented_#0_00004_00052_00007_png.rf.0b4f26490b5b3ea8af4b73064fbcac5b.jpg,11
augmented_#1_00004_00052_00007_png.rf.0b4f26490b5b3ea8af4b73064fbcac5b.jpg,11
augmented_#2_00004_00052_00007_png.rf.0b4f26490b5b3ea8af4b73064fbcac5b.jpg,11
augmented_#3_00004_00052_00007_png.rf.0b4f26490b5b3ea8af4b73064fbcac5b.jpg,11
augmented_#4_00004_00052_00007_png.rf.0b4f26490b5b3ea8af4b73064fbcac5b.jpg,11
augmented_#0_00004_00052_00018_png.rf.6b8ef1b86d5ded7a8fd63725e86ad012.jpg,11
augmented_#1_00004_00052_00018_png.rf.6b8ef1b86d5ded7a8fd63725e86ad012.jpg,11
augmented_#2_00004_00052_00018_png.rf.6b8ef1b86d5ded7a8fd63725e86ad012.jpg,11
augmented_#3_00004_00052_00018_png.rf.6b8ef1b86d5ded7a8fd63725e86ad012.jpg,11
augmented_#4_00004_00052_00018_png.rf.6b8ef1b86d5ded7a8fd63725e86ad012.jpg,11
augmented_#0_00004_00057_00009_png.rf.d2e96559e8acce35d5530de9ce4553ef.jpg,11
augmented_#1_00004_00057_00009_png.rf.d2e96559e8acce35d5530de9ce4553ef.jpg,11
augmented_#2_00004_00057_00009_png.rf.d2e96559e8acce35d5530de9ce4553ef.jpg,11
augmented_#3_00004_00057_00009_png.rf.d2e96559e8acce35d5530de9ce4553ef.jpg,11
augmented_#4_00004_00057_00009_png.rf.d2e96559e8acce35d5530de9ce4553ef.jpg,11
augmented_#0_00004_00057_00023_png.rf.7838b6560f3942342b5adcc79dd7ea60.jpg,11
augmented_#1_00004_00057_00023_png.rf.7838b6560f3942342b5adcc79dd7ea60.jpg,11
augmented_#2_00004_00057_00023_png.rf.7838b6560f3942342b5adcc79dd7ea60.jpg,11
augmented_#3_00004_00057_00023_png.rf.7838b6560f3942342b5adcc79dd7ea60.jpg,11
augmented_#4_00004_00057_00023_png.rf.7838b6560f3942342b5adcc79dd7ea60.jpg,11
augmented_#0_00004_00059_00007_png.rf.9fbe4fe8387c408bb81f3a9fcf67314a.jpg,11
augmented_#1_00004_00059_00007_png.rf.9fbe4fe8387c408bb81f3a9fcf67314a.jpg,11
augmented_#2_00004_00059_00007_png.rf.9fbe4fe8387c408bb81f3a9fcf67314a.jpg,11
augmented_#3_00004_00059_00007_png.rf.9fbe4fe8387c408bb81f3a9fcf67314a.jpg,11
augmented_#4_00004_00059_00007_png.rf.9fbe4fe8387c408bb81f3a9fcf67314a.jpg,11
augmented_#0_00004_00060_00007_png.rf.bd6adb6790013879cda4cb2e377b896a.jpg,11
augmented_#1_00004_00060_00007_png.rf.bd6adb6790013879cda4cb2e377b896a.jpg,11
augmented_#2_00004_00060_00007_png.rf.bd6adb6790013879cda4cb2e377b896a.jpg,11
augmented_#3_00004_00060_00007_png.rf.bd6adb6790013879cda4cb2e377b896a.jpg,11
augmented_#4_00004_00060_00007_png.rf.bd6adb6790013879cda4cb2e377b896a.jpg,11
augmented_#0_00004_00061_00000_png.rf.80bc4c78f8e20dd52cc69cb564ee4c24.jpg,11
augmented_#1_00004_00061_00000_png.rf.80bc4c78f8e20dd52cc69cb564ee4c24.jpg,11
augmented_#2_00004_00061_00000_png.rf.80bc4c78f8e20dd52cc69cb564ee4c24.jpg,11
augmented_#3_00004_00061_00000_png.rf.80bc4c78f8e20dd52cc69cb564ee4c24.jpg,11
augmented_#4_00004_00061_00000_png.rf.80bc4c78f8e20dd52cc69cb564ee4c24.jpg,11
augmented_#0_000052_jpg.rf.96cdae5cb344cb850bb3441d499f37d4.jpg,7
augmented_#1_000052_jpg.rf.96cdae5cb344cb850bb3441d499f37d4.jpg,7
augmented_#2_000052_jpg.rf.96cdae5cb344cb850bb3441d499f37d4.jpg,7
augmented_#3_000052_jpg.rf.96cdae5cb344cb850bb3441d499f37d4.jpg,7
augmented_#4_000052_jpg.rf.96cdae5cb344cb850bb3441d499f37d4.jpg,7
augmented_#0_00005_00000_00008_png.rf.d2be40719d12a52331064605a93b3039.jpg,12
augmented_#1_00005_00000_00008_png.rf.d2be40719d12a52331064605a93b3039.jpg,12
augmented_#2_00005_00000_00008_png.rf.d2be40719d12a52331064605a93b3039.jpg,12
augmented_#3_00005_00000_00008_png.rf.d2be40719d12a52331064605a93b3039.jpg,12
augmented_#4_00005_00000_00008_png.rf.d2be40719d12a52331064605a93b3039.jpg,12
augmented_#0_00005_00001_00018_png.rf.1bda67ae7867dd7921cbb6b8c3deb582.jpg,12
augmented_#1_00005_00001_00018_png.rf.1bda67ae7867dd7921cbb6b8c3deb582.jpg,12
augmented_#2_00005_00001_00018_png.rf.1bda67ae7867dd7921cbb6b8c3deb582.jpg,12
augmented_#3_00005_00001_00018_png.rf.1bda67ae7867dd7921cbb6b8c3deb582.jpg,12
augmented_#4_00005_00001_00018_png.rf.1bda67ae7867dd7921cbb6b8c3deb582.jpg,12
augmented_#0_00005_00003_00024_png.rf.a1c774bd1e4ebb76ef80e49b85d73079.jpg,12
augmented_#1_00005_00003_00024_png.rf.a1c774bd1e4ebb76ef80e49b85d73079.jpg,12
augmented_#2_00005_00003_00024_png.rf.a1c774bd1e4ebb76ef80e49b85d73079.jpg,12
augmented_#3_00005_00003_00024_png.rf.a1c774bd1e4ebb76ef80e49b85d73079.jpg,12
augmented_#4_00005_00003_00024_png.rf.a1c774bd1e4ebb76ef80e49b85d73079.jpg,12
augmented_#0_00005_00004_00016_png.rf.253d36c55d1b7511c434a07947a3f726.jpg,12
augmented_#1_00005_00004_00016_png.rf.253d36c55d1b7511c434a07947a3f726.jpg,12
augmented_#2_00005_00004_00016_png.rf.253d36c55d1b7511c434a07947a3f726.jpg,12
augmented_#3_00005_00004_00016_png.rf.253d36c55d1b7511c434a07947a3f726.jpg,12
augmented_#4_00005_00004_00016_png.rf.253d36c55d1b7511c434a07947a3f726.jpg,12
augmented_#0_00005_00005_00018_png.rf.9d8b2c988b18ce63a08a5d8bc362ebc6.jpg,12
augmented_#1_00005_00005_00018_png.rf.9d8b2c988b18ce63a08a5d8bc362ebc6.jpg,12
augmented_#2_00005_00005_00018_png.rf.9d8b2c988b18ce63a08a5d8bc362ebc6.jpg,12
augmented_#3_00005_00005_00018_png.rf.9d8b2c988b18ce63a08a5d8bc362ebc6.jpg,12
augmented_#4_00005_00005_00018_png.rf.9d8b2c988b18ce63a08a5d8bc362ebc6.jpg,12
augmented_#0_00005_00009_00006_png.rf.e9bffd7dabb6ab5cfa22ce66fbfbe2fe.jpg,12
augmented_#1_00005_00009_00006_png.rf.e9bffd7dabb6ab5cfa22ce66fbfbe2fe.jpg,12
augmented_#2_00005_00009_00006_png.rf.e9bffd7dabb6ab5cfa22ce66fbfbe2fe.jpg,12
augmented_#3_00005_00009_00006_png.rf.e9bffd7dabb6ab5cfa22ce66fbfbe2fe.jpg,12
augmented_#4_00005_00009_00006_png.rf.e9bffd7dabb6ab5cfa22ce66fbfbe2fe.jpg,12
augmented_#0_00005_00012_00014_png.rf.aad3aece44e5f90d4b6ad1c2f6442ab5.jpg,12
augmented_#1_00005_00012_00014_png.rf.aad3aece44e5f90d4b6ad1c2f6442ab5.jpg,12
augmented_#2_00005_00012_00014_png.rf.aad3aece44e5f90d4b6ad1c2f6442ab5.jpg,12
augmented_#3_00005_00012_00014_png.rf.aad3aece44e5f90d4b6ad1c2f6442ab5.jpg,12
augmented_#4_00005_00012_00014_png.rf.aad3aece44e5f90d4b6ad1c2f6442ab5.jpg,12
augmented_#0_00005_00013_00017_png.rf.bb637c58f5ee13101ad80beff869dfd8.jpg,12
augmented_#1_00005_00013_00017_png.rf.bb637c58f5ee13101ad80beff869dfd8.jpg,12
augmented_#2_00005_00013_00017_png.rf.bb637c58f5ee13101ad80beff869dfd8.jpg,12
augmented_#3_00005_00013_00017_png.rf.bb637c58f5ee13101ad80beff869dfd8.jpg,12
augmented_#4_00005_00013_00017_png.rf.bb637c58f5ee13101ad80beff869dfd8.jpg,12
augmented_#0_00005_00014_00003_png.rf.4b3a50fdffffc196bd162448f80e08a2.jpg,12
augmented_#1_00005_00014_00003_png.rf.4b3a50fdffffc196bd162448f80e08a2.jpg,12
augmented_#2_00005_00014_00003_png.rf.4b3a50fdffffc196bd162448f80e08a2.jpg,12
augmented_#3_00005_00014_00003_png.rf.4b3a50fdffffc196bd162448f80e08a2.jpg,12
augmented_#4_00005_00014_00003_png.rf.4b3a50fdffffc196bd162448f80e08a2.jpg,12
augmented_#0_00005_00015_00011_png.rf.481dbae7911d50da56c3cc5e4242b5ab.jpg,12
augmented_#1_00005_00015_00011_png.rf.481dbae7911d50da56c3cc5e4242b5ab.jpg,12
augmented_#2_00005_00015_00011_png.rf.481dbae7911d50da56c3cc5e4242b5ab.jpg,12
augmented_#3_00005_00015_00011_png.rf.481dbae7911d50da56c3cc5e4242b5ab.jpg,12
augmented_#4_00005_00015_00011_png.rf.481dbae7911d50da56c3cc5e4242b5ab.jpg,12
augmented_#0_00005_00016_00014_png.rf.c90efa566aae583bca191f0ee8da2b02.jpg,12
augmented_#1_00005_00016_00014_png.rf.c90efa566aae583bca191f0ee8da2b02.jpg,12
augmented_#2_00005_00016_00014_png.rf.c90efa566aae583bca191f0ee8da2b02.jpg,12
augmented_#3_00005_00016_00014_png.rf.c90efa566aae583bca191f0ee8da2b02.jpg,12
augmented_#4_00005_00016_00014_png.rf.c90efa566aae583bca191f0ee8da2b02.jpg,12
augmented_#0_00005_00017_00008_png.rf.8603e275e96dc18c3ad77f8c45365863.jpg,12
augmented_#1_00005_00017_00008_png.rf.8603e275e96dc18c3ad77f8c45365863.jpg,12
augmented_#2_00005_00017_00008_png.rf.8603e275e96dc18c3ad77f8c45365863.jpg,12
augmented_#3_00005_00017_00008_png.rf.8603e275e96dc18c3ad77f8c45365863.jpg,12
augmented_#4_00005_00017_00008_png.rf.8603e275e96dc18c3ad77f8c45365863.jpg,12
augmented_#0_00005_00019_00007_png.rf.ca9d9954d7c726a5567ccc8b8bb3332b.jpg,12
augmented_#1_00005_00019_00007_png.rf.ca9d9954d7c726a5567ccc8b8bb3332b.jpg,12
augmented_#2_00005_00019_00007_png.rf.ca9d9954d7c726a5567ccc8b8bb3332b.jpg,12
augmented_#3_00005_00019_00007_png.rf.ca9d9954d7c726a5567ccc8b8bb3332b.jpg,12
augmented_#4_00005_00019_00007_png.rf.ca9d9954d7c726a5567ccc8b8bb3332b.jpg,12
augmented_#0_00005_00021_00010_png.rf.a59fb72541f9ece7fbeaa78f586877b7.jpg,12
augmented_#1_00005_00021_00010_png.rf.a59fb72541f9ece7fbeaa78f586877b7.jpg,12
augmented_#2_00005_00021_00010_png.rf.a59fb72541f9ece7fbeaa78f586877b7.jpg,12
augmented_#3_00005_00021_00010_png.rf.a59fb72541f9ece7fbeaa78f586877b7.jpg,12
augmented_#4_00005_00021_00010_png.rf.a59fb72541f9ece7fbeaa78f586877b7.jpg,12
augmented_#0_00005_00027_00014_png.rf.354f184dc18038e7d5e51edca842a27e.jpg,12
augmented_#1_00005_00027_00014_png.rf.354f184dc18038e7d5e51edca842a27e.jpg,12
augmented_#2_00005_00027_00014_png.rf.354f184dc18038e7d5e51edca842a27e.jpg,12
augmented_#3_00005_00027_00014_png.rf.354f184dc18038e7d5e51edca842a27e.jpg,12
augmented_#4_00005_00027_00014_png.rf.354f184dc18038e7d5e51edca842a27e.jpg,12
augmented_#0_00005_00029_00018_png.rf.19a5840a3d90723fff4c61386c97dd2a.jpg,12
augmented_#1_00005_00029_00018_png.rf.19a5840a3d90723fff4c61386c97dd2a.jpg,12
augmented_#2_00005_00029_00018_png.rf.19a5840a3d90723fff4c61386c97dd2a.jpg,12
augmented_#3_00005_00029_00018_png.rf.19a5840a3d90723fff4c61386c97dd2a.jpg,12
augmented_#4_00005_00029_00018_png.rf.19a5840a3d90723fff4c61386c97dd2a.jpg,12
augmented_#0_00005_00044_00000_png.rf.2e6a1f3a6b84d0ebc30ca4dc2ff6f9f8.jpg,12
augmented_#1_00005_00044_00000_png.rf.2e6a1f3a6b84d0ebc30ca4dc2ff6f9f8.jpg,12
augmented_#2_00005_00044_00000_png.rf.2e6a1f3a6b84d0ebc30ca4dc2ff6f9f8.jpg,12
augmented_#3_00005_00044_00000_png.rf.2e6a1f3a6b84d0ebc30ca4dc2ff6f9f8.jpg,12
augmented_#4_00005_00044_00000_png.rf.2e6a1f3a6b84d0ebc30ca4dc2ff6f9f8.jpg,12
augmented_#0_00005_00047_00024_png.rf.a06782d2bdc01ff73db161c14faaaa11.jpg,12
augmented_#1_00005_00047_00024_png.rf.a06782d2bdc01ff73db161c14faaaa11.jpg,12
augmented_#2_00005_00047_00024_png.rf.a06782d2bdc01ff73db161c14faaaa11.jpg,12
augmented_#3_00005_00047_00024_png.rf.a06782d2bdc01ff73db161c14faaaa11.jpg,12
augmented_#4_00005_00047_00024_png.rf.a06782d2bdc01ff73db161c14faaaa11.jpg,12
augmented_#0_00005_00056_00010_png.rf.566acf9b5994a60297989ca96d5139b6.jpg,12
augmented_#1_00005_00056_00010_png.rf.566acf9b5994a60297989ca96d5139b6.jpg,12
augmented_#2_00005_00056_00010_png.rf.566acf9b5994a60297989ca96d5139b6.jpg,12
augmented_#3_00005_00056_00010_png.rf.566acf9b5994a60297989ca96d5139b6.jpg,12
augmented_#4_00005_00056_00010_png.rf.566acf9b5994a60297989ca96d5139b6.jpg,12
augmented_#0_000066_jpg.rf.261a09386b0d6a6786cb2e44733dbe77.jpg,7
augmented_#1_000066_jpg.rf.261a09386b0d6a6786cb2e44733dbe77.jpg,7
augmented_#2_000066_jpg.rf.261a09386b0d6a6786cb2e44733dbe77.jpg,7
augmented_#3_000066_jpg.rf.261a09386b0d6a6786cb2e44733dbe77.jpg,7
augmented_#4_000066_jpg.rf.261a09386b0d6a6786cb2e44733dbe77.jpg,7
augmented_#0_000071_jpg.rf.8ebafdeafe82ad824de0313dfde2c888.jpg,7
augmented_#1_000071_jpg.rf.8ebafdeafe82ad824de0313dfde2c888.jpg,7
augmented_#2_000071_jpg.rf.8ebafdeafe82ad824de0313dfde2c888.jpg,7
augmented_#3_000071_jpg.rf.8ebafdeafe82ad824de0313dfde2c888.jpg,7
augmented_#4_000071_jpg.rf.8ebafdeafe82ad824de0313dfde2c888.jpg,7
augmented_#0_000077_jpg.rf.1dbe793ce7a4f3b3e47d33db2311058a.jpg,7
augmented_#1_000077_jpg.rf.1dbe793ce7a4f3b3e47d33db2311058a.jpg,7
augmented_#2_000077_jpg.rf.1dbe793ce7a4f3b3e47d33db2311058a.jpg,7
augmented_#3_000077_jpg.rf.1dbe793ce7a4f3b3e47d33db2311058a.jpg,7
augmented_#4_000077_jpg.rf.1dbe793ce7a4f3b3e47d33db2311058a.jpg,7
augmented_#0_00007_00000_00019_png.rf.d08e306ebe0e38d3f100dc37277fb5a8.jpg,3
augmented_#1_00007_00000_00019_png.rf.d08e306ebe0e38d3f100dc37277fb5a8.jpg,3
augmented_#2_00007_00000_00019_png.rf.d08e306ebe0e38d3f100dc37277fb5a8.jpg,3
augmented_#3_00007_00000_00019_png.rf.d08e306ebe0e38d3f100dc37277fb5a8.jpg,3
augmented_#4_00007_00000_00019_png.rf.d08e306ebe0e38d3f100dc37277fb5a8.jpg,3
augmented_#0_00007_00002_00022_png.rf.1945b23282af3cfeef8ada01f4e7abd1.jpg,3
augmented_#1_00007_00002_00022_png.rf.1945b23282af3cfeef8ada01f4e7abd1.jpg,3
augmented_#2_00007_00002_00022_png.rf.1945b23282af3cfeef8ada01f4e7abd1.jpg,3
augmented_#3_00007_00002_00022_png.rf.1945b23282af3cfeef8ada01f4e7abd1.jpg,3
augmented_#4_00007_00002_00022_png.rf.1945b23282af3cfeef8ada01f4e7abd1.jpg,3
augmented_#0_00007_00002_00027_png.rf.ce6dc4907116a99f16b11fe54faa784b.jpg,3
